Prj_ID,Trt_ID,Trt_Type_Major,Trt_Type_Sub,Treatment_Type,FID_TrtPoly002,ObjectID_Union,ObjectID_CountOverlapping,treatment_count,init_date_est,comp_date_est,Init_Date,Comp_Date,init_est,comp_est,init_comp_elapsed,Plan_Imp,Success,Dates_Confirmed,Units,Num_Units,Treatment_Seeded,Seed_List,Seed_Mix_Name,Seeds_or_Seedlings,Seed_List_Confirmed,Control_Areas,Seed_Application_Rate,Seed_Notes,Objectives,Planned_Implementation,Actual_Implementation,Treatment_Effect_and_Results,Trt_Feature_Type,Feature_Status,How_Feature_Created,Feature_Creation_Date,Total_Acres,BLM_Acres,GIS_Notes,Initiated_By,Trt_Concerns,Trt_Concerns_Desc,Problems_Apply_Trt,Problems_Apply_Trt_Desc,Conditions_At_Trt,Conditions_At_Trt_Desc,Trt_Notes,User_Updated,init_m,init_d,init_y,init_m_est,init_d_est,comp_m,comp_d,comp_y,comp_m_est,comp_d_est
5442,15084,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Plowing,9471,14158,6427,3,1962-06-15,1962-06-15,00/00/1962,00/00/1962,estimated month and day,estimated month and day,0,Implemented,None,1,Acres,377,0,No seed list,NA,NA,NA,NA,NA,NA,NA,Sagebrush eradication with a one-way plow.,Area cleared with one-way plow and planted to crested wheatgrass in same operation.,80% kill of sagebrush,Polygon,Confirmed,Digitized by LTDL data entry personnel using a confirmed map,1/13/2016,497.5729087,493.5389966,NA,See Cooperators List,"Establishment of seeded species, Sagebrush, Unprotected treatment area",NA,None,NA,None,NA,NA,33:37:00,00,00,1962,06,15,00,00,1962,06,15
5442,15085,Vegetation/Soil Manipulation,Vegetation Disturbance,Tree/Brush Control: Mechanical,9472,14159,6427,3,1962-06-15,1962-06-15,00/00/1962,00/00/1962,estimated month and day,estimated month and day,0,Implemented,None,1,Acres,112,0,No seed list,NA,NA,NA,NA,NA,NA,NA,Sagebrush eradication with a Marden brush cutter,Sage removed with Marden brush cutter; seeding done in same operation.,90% kill of sagebrush,Polygon,Confirmed,Digitized by LTDL data entry personnel using a confirmed map,1/13/2016,497.5729087,493.5389966,NA,See Cooperators List,"Establishment of seeded species, Sagebrush, Unprotected treatment area",NA,None,NA,None,NA,NA,35:21:00,00,00,1962,06,15,00,00,1962,06,15
5442,15086,Seeding,Seeding,Seeding,9473,14160,6427,3,1962-06-15,1962-06-15,00/00/1962,00/00/1962,estimated month and day,estimated month and day,0,Implemented,None,1,Acres,489,-1,Confirmed seed list,Crested Wheatgrass,Seeds,Confirmed on Paper,Unknown,Unknown,"The rates of seeding were different on plowed area versus area treated with Marden brush cutter. The seed mix did not indicate whether bulk or PLS rates were used, therefore, unknown has been listed and all seed mix information has been entered into the Bulk category.",NA,NA,377 acres that were cleared with one-way plow were planted to crested wheatgrass at a rate of 4.7 lbs/acre.\r\n\r\n112 acres that were cleared with Marden brush cutter were planted to crested wheatgrass at a rate of 3.5 lbs/acre.,NA,Polygon,Confirmed,Digitized by LTDL data entry personnel using a confirmed map,1/13/2016,497.5729087,493.5389966,NA,See Cooperators List,"Establishment of seeded species, Sagebrush, Unprotected treatment area",NA,None,NA,None,NA,NA,38:12:00,00,00,1962,06,15,00,00,1962,06,15
7648,20871,Vegetation/Soil Manipulation,Vegetation Disturbance,Tree/Brush Control: Mechanical,13244,14200,6441,3,1968-05-20,1968-06-21,5/20/1968,6/21/1968,actual,actual,32,Implemented,None,2,Acres,429,0,No seed list,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Polygon,Confirmed,Digitized by LTDL data entry personnel using a confirmed map,2/1/2016,852.8232461,841.4092857,NA,NA,"Forage quality, Establishment of seeded species, Competition for resources, Sagebrush",Reduction of big sagebrush will provide more favorable conditions for native forage grasses in the area as well as the grass species to be seeded.  It will reduce competition for moisture while the brush debris will assist in retaining moisture by providing little cover.,None,NA,None,Good ground moisture at first&* then dry last 4 weeks of job.,NA,45:26:00,5,20,1968,05,20,6,21,1968,06,21
7648,20872,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Plowing,13245,14201,6441,3,1968-05-20,1968-06-21,5/20/1968,6/21/1968,actual,actual,32,Implemented,None,2,Acres,350,0,No seed list,NA,NA,NA,NA,NA,NA,NA,NA,Approx. 350 acres were plowed with the towner plow.,NA,Polygon,Confirmed,Digitized by LTDL data entry personnel using a confirmed map,2/1/2016,852.8232461,841.4092857,NA,NA,"Forage quality, Establishment of seeded species, Competition for resources, Sagebrush",Reduction of big sagebrush will provide more favorable conditions for native forage grasses in the area as well as the grass species to be seeded.  It will reduce competition for moisture while the brush debris will assist in retaining moisture by providing little cover.,None,NA,None,Good ground moisture at first&* then dry last 4 weeks of job.,NA,49:03:00,5,20,1968,05,20,6,21,1968,06,21
7648,20873,Seeding,Seeding,Seeding,13246,14202,6441,3,1968-05-20,1968-06-21,5/20/1968,6/21/1968,actual,actual,32,Implemented,None,2,Acres,779,-1,Confirmed seed list,NA,Seeds,Confirmed on Paper,Unknown,Unknown,"The seed mix did not indicate whether bulk or PLS rates were used, therefore, unknown has been listed and all seed mix information has been entered into the Bulk category. \r\n\r\n9.2 lbs/acre of seed mix were applied.",NA,NA,Till and pack seeder or rangeland drill was used behind plow.,NA,Polygon,Confirmed,Digitized by LTDL data entry personnel using a confirmed map,2/1/2016,852.8232461,841.4092857,NA,NA,"Forage quality, Establishment of seeded species, Competition for resources, Sagebrush",Reduction of big sagebrush will provide more favorable conditions for native forage grasses in the area as well as the grass species to be seeded.  It will reduce competition for moisture while the brush debris will assist in retaining moisture by providing little cover.,None,"The high seeding rate is accounted for by the fact that the seeder on the till and pack unit could not be reduced below approx. 25 lbs./acre.  70 acres were treated with this machine. \r\n\r\nJune 6, 1968:  Germination noted on first acreage treated.  There was very good ground moisture present when this area was treated, but now the soil is very dry.  May lose the seedlings on this area due to long dry spell.",None,Good ground moisture at first&* then dry last 4 weeks of job.,NA,50:48:00,5,20,1968,05,20,6,21,1968,06,21
10291,27916,Vegetation/Soil Manipulation,Vegetation Disturbance,Vegetation Disturbance: Mowing,17885,14224,6449,3,1965-11-29,1965-12-07,11/29/1965,12/7/1965,actual,actual,8,Implemented,Unknown,2,Acres,414,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sagebrush was cut with two Marden Brush Cutters.,NA,Polygon,Confirmed,Digitized by LTDL data entry personnel using a confirmed map,2/19/2016,401.1318894,390.1227175,NA,BLM,"Erosion, Establishment of seeded species, Loss of vegetation, Rangeland health, Sedimentation, Vegetal cover","Approximately 496 acres will be brush cut with a marden brush cutter.  The area is already fenced on the north, east, and west sides.  The purpose of this project is to reduce further erosion.",None,NA,None,NA,NA,26:38:00,11,29,1965,11,29,12,7,1965,12,07
10291,27917,Seeding,Ground Seeding,Ground Seeding: Broadcast,17886,14225,6449,3,1965-11-29,1965-12-07,11/29/1965,12/7/1965,actual,actual,8,Implemented,Unknown,2,Acres,414,-1,Confirmed seed list,Chiuilla Seed Mix,Seeds,Confirmed on Paper,Unknown,Overall,"There was only a general rate listed for all species combined indicated here, specific rates for each species were not possible.",NA,NA,NA,NA,Polygon,Confirmed,Digitized by LTDL data entry personnel using a confirmed map,2/19/2016,401.1318894,390.1227175,NA,BLM,"Erosion, Establishment of seeded species, Loss of vegetation, Rangeland health, Sedimentation, Vegetal cover","Approximately 496 acres will be brush cut with a marden brush cutter.  The area is already fenced on the north, east, and west sides.  The purpose of this project is to reduce further erosion.",None,NA,None,NA,NA,29:39:00,11,29,1965,11,29,12,7,1965,12,07
14516,37351,Vegetation/Soil Manipulation,Timber,Timber: Timber Harvest,24279,14341,6488,3,1995-09-05,1996-08-27,9/5/1995,8/27/1996,actual,actual,357,Implemented,Unknown,2,Mbf,400,0,NA,NA,NA,NA,NA,NA,NA,Timber harvest,"The proposed action is to implement the Los Pinos timber sale using the uneven-aged management system through an advertised sale of approximately 1,000 MBF. An entry was made approximately in 1975 by the Los Pinos Pass timber sale. That sale removed approximately 3 MBF/ acre, and not all the volume was removed. No new roads would be constructed, only existing roads would be used and improved. Those roads have serious erosion problems and constructing water dips would lessen the problem. Some of the roads and spurs would possibly be closed, and seeded to grass native to the area. Approximately 220 acres would be partial cut using the selective cutting method. If diseases or bug-killed trees exist, the group selection method would be used. The group selection method of harvesting would create small openings in the presently closed timber canopy. The openings created would average approximately 0.3 acres in size or up to three tree heights (approximately 115 feet X 115 feet). The initial entry would concentrate on removing spruce broom rust infested trees, insect infested trees, trees with low vigor, and dying crowns.",400 MBF harvested at treatment site,NA,Polygon,Confirmed,"Digitized by BLM field office personnel, using paper map",NA,221.5859902,221.5864303,Topo map digitized,Contractor,Timber harvest,"Data from the Intensive Forest Inventory in the Cebolla\\ Rock Creek Forest Management Unit prescribes initiation of management for sustained yield timber production through a system of timber harvests for these stands. The timber stands included in this proposal are capable of producing relatively high quality Engelmann spruce and subalpine fir timber on a sustained yield basis. The Federal Land Policy and Management Act of 1976, Sec. 102. (12) states that &&the public lands be managed in a manner which recognizes the Nation&$s need for domestic sources of minerals, food, timber, and fiber from the public lands\u2026&&. The proposed timber sale is needed to meet the scheduled FY 94 regulated timber volume commitment for the Gunnison Resource Area.",NA,NA,NA,NA,NA,54:29:00,9,5,1995,09,05,8,27,1996,08,27
14516,37352,Vegetation/Soil Manipulation,Slash Treatment,Slash Treatment: Slash scattering,24280,14342,6488,3,1995-09-05,1996-08-27,9/5/1995,8/27/1996,actual,actual,357,Implemented,Unknown,2,Acres,220,0,NA,NA,NA,NA,NA,NA,NA,Slash disposal,"Gross yarding of green spruce logs greater than six inches diameter at the small end would be required for silvicultural and hazard reduction purposes, and for firewood cutters. The remaining slash would be lopped and scattered so that the main stems are within two feet of the ground.",Slash scattering,NA,Polygon,Confirmed,"Digitized by BLM field office personnel, using paper map",NA,221.5859902,221.5864303,Topo map digitized,Contractor,NA,NA,NA,NA,NA,NA,NA,54:29:00,9,5,1995,09,05,8,27,1996,08,27
14516,37353,Vegetation/Soil Manipulation,Slash Treatment,Slash Treatment: Slash piling,24281,14343,6488,3,1995-09-05,1996-08-27,9/5/1995,8/27/1996,actual,actual,357,Implemented,Unknown,0,Acres,220,0,NA,NA,NA,NA,NA,NA,NA,Slash disposal,Skid trail slash and unmerchantable logs would be piled at the landings by the purchaser and burned by the BLM after the piles are picked over by firewood cutters.,Slash piling,NA,Polygon,Confirmed,"Digitized by BLM field office personnel, using paper map",NA,221.5859902,221.5864303,Topo map digitized,Contractor,Timber harvest,"Data from the Intensive Forest Inventory in the Cebolla\\ Rock Creek Forest Management Unit prescribes initiation of management for sustained yield timber production through a system of timber harvests for these stands. The timber stands included in this proposal are capable of producing relatively high quality Engelmann spruce and subalpine fir timber on a sustained yield basis. The Federal Land Policy and Management Act of 1976, Sec. 102. (12) states that &&the public lands be managed in a manner which recognizes the Nation&$s need for domestic sources of minerals, food, timber, and fiber from the public lands\u2026&&. The proposed timber sale is needed to meet the scheduled FY 94 regulated timber volume commitment for the Gunnison Resource Area.",NA,NA,NA,NA,NA,54:30:00,9,5,1995,09,05,8,27,1996,08,27
14539,37386,Seeding,Aerial Seeding,Aerial Seeding: Fixed Wing,24314,14356,6493,3,1961-05-26,1961-06-03,5/26/1961,6/3/1961,actual,actual,8,Implemented,NA,1,Acres,1030,-1,Confirmed seed list,BLM Mix,Seeds,Confirmed on Paper,Unknown,Species Specific,NA,Aerial seed,NA,"Completion Report states ""Area seeded before chaining operation, with 7# crested wheatgrass and 2# sweet clover,\r\nby a snow agriculture plane.&&  Land Treatment report states Pinon - Juniper is the dominant plant in the area and that brush removal occurred via chaining as well with 82% Kill.",All vegetation of fair condition and thrift.,Polygon,Confirmed,Digitized by LTDL data entry personnel using a confirmed map,11/30/2016,1449.910407,1436.640577,NA,BLM,Establishment of seeded species,Chaining after aerial seeding.,NA,NA,NA,NA,NA,56:43:00,5,26,1961,05,26,6,3,1961,06,03
14539,37387,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Chaining,24315,14357,6493,3,1961-05-26,1961-06-03,5/26/1961,6/3/1961,actual,actual,8,Implemented,NA,1,Acres,1030,0,NA,NA,NA,NA,NA,NA,NA,Establish seeded species,NA,"Area chained with one pass. Completion Report states ""Area seeded before chaining operation, with 7# crested wheatgrass and 2# sweet clover,\r\nby a snow agriculture plane.&&",NA,Polygon,Confirmed,Digitized by LTDL data entry personnel using a confirmed map,11/30/2016,1449.910407,1436.640577,NA,BLM,Establishment of seeded species,Chaining after aerial seeding.,NA,NA,NA,NA,NA,56:43:00,5,26,1961,05,26,6,3,1961,06,03
14539,37388,Vegetation/Soil Manipulation,Vegetation Disturbance,Tree/Brush Control: Pinyon Juniper Removal - Mechanical Cutting,24316,14358,6493,3,1961-05-26,1961-06-03,5/26/1961,6/3/1961,actual,actual,8,Implemented,NA,1,Acres,1030,0,NA,NA,NA,NA,NA,NA,NA,PJ control,NA,Land Treatment report states Pinon - Juniper is the dominant plant in the area and that brush removal occurred via chaining. with 82% Kill.,NA,Polygon,Confirmed,Digitized by LTDL data entry personnel using a confirmed map,11/30/2016,1449.910407,1436.640577,NA,NA,Brush control,PJ,NA,NA,NA,NA,NA,56:43:00,5,26,1961,05,26,6,3,1961,06,03
6999,19230,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Chaining,12152,10976,6630,4,2009-06-01,2010-09-30,6/1/2009,9/30/2010,actual,actual,486,Implemented,None,2,Acres,276,0,NA,NA,NA,NA,NA,NA,NA,NA,"Proposed Action: The proposed action is for the continued implementation of the Spring\r\nCreek-Dry Creek Vegetation Management Strategy and Environmental Assessment.\r\nSpecifically, the proposal is to treat by Lawson Aerator* or similar equipment an area of\r\napproximately 405 acres within four large 1960s-era chainings in the Horsefly area along\r\nGovernment Springs Road (see maps). The chaining areas are primarily open early mid-seral\r\npinion-juniper woodland with the stand age < 40 years old. Trees are generally described as\r\nhaving Christmas tree form with lower limbs touching the ground and tree heights ranging from\r\n6-15 feet and bole diameters at ground height of 3-6 inches. Since the chaining area is the\r\nprimary treatment area, no trees greater than about 40 years in age will be impacted by\r\nimplementing the proposed action.\r\n*A Lawson Aerator is a tractor with two cylindrical drums equipped with a series of\r\nintermittent blades. The angle of the two drums can be oriented at varying angles to\r\nachieve the desired effect, or percentage of vegetation chopped.\r\nIn order to accomplish this, several discrete actions would occur:\r\n1. For the three chainings which lay in Sections 20-21 an area of 206 acres (60% of these\r\nthree chainings) would be treated to create early seral vegetation. The equipment would\r\nbe adjusted to maximize reduction of existing pinion/juniper and nonnative grasses\r\n(crested wheatgrass). This area would be seeded at that time with a mix of native grasses\r\nand primarily native forbs. The objective for this action, as identified in the Spring\r\nCreek/Dry Creek Strategy, is to reduce non-natives, to create small (<5 acre) patches of\r\nearly seral vegetation across 60% of the old chaining, and to avoid treating older stages\r\nof vegetation.\r\n2. 69 acres (20% of these three old chaining) would be treated to create more natural, better\r\ncondition early-mid seral vegetation. Objectives are to remove the young trees, reduce\r\nthe nonnative grasses and promote and enhance the growth of shrubs and forbs. The\r\nequipment would be set to reduce damage to existing shrubs and herbaceous vegetation\r\nwhile removing the pinion juniper, and a seed mix consisting primarily of native shrubs\r\nand forbs would be applied.\r\n3. 40 acres (25%) of the chaining in Section 16 would be treated to create early seral\r\nvegetation with the same treatment as proposed in the first action, however the objective\r\nfrom the strategy is to reduce non-natives, improve conditions, create 3-5 acre patches of\r\nearly seral on 25% of the area and avoid more mature patches of existing vegetation.\r\n4. 89 acres (55%) of the chaining in section 16 would be treated to create better condition\r\nearly-mid seral vegetation. Objectives are to remove the young trees, reduce the\r\nnonnative grasses and promote and enhance the growth of shrubs and forbs. The\r\nequipment would be set to reduce damage existing shrubs and herbaceous vegetation,\r\nand a different seed mix will be applied, and a seed mix consisting primarily of native\r\nshrubs and forbs would be applied.",Modification to an old chaining. \r\nSpot treatments with Lawson aerator...,NA,Polygon,Confirmed,"Digitized by BLM field office personnel, using a GPS unit on the ground",NA,211.7401226,185.8089263,NA,NA,Invasion by non-native annuals,"The purpose for the proposed action is to change vegetation age classes and vegetation\r\nconditions in specific amounts and patterns on BLM lands in the Lower Horsefly area of the Dry\r\nCreek and Spring Creek watersheds so that they meet, or will be on track to meet vegetation\r\nmosaic objectives. &&Vegetation Mosaic&& is the term used to describe the pattern and amounts of\r\nvegetation age classes across a landscape. There are 10 vegetation mosaic objectives on BLM\r\nlands, each specific to a major vegetation or habitat type, and each designed to promote one of\r\nthe following: 1) optimal habitat for at-risk species (Gunnison Sage Grouse), 2) optimal fuels\r\narrangement to prevent spread of wildfire into areas with residences or power transmission lines,\r\nand 3) natural ecosystem function. Only one objective applies to each part of the landscape&*\r\nwhere each objective applies is determined by the vegetation type, habitat type or presence of\r\nwildland-urban interface. The Lower Horsefly area has the second objective.\r\nThe proposed action will specifically address the reduction of standing fuels to prevent spread of\r\nwildfire into areas with residences and enhancement of natural ecosystem function.",Unknown,NA,None,NA,NA,13:53:00,6,1,2009,06,01,9,30,2010,09,30
6999,19231,Seeding,Seeding,Seeding,12153,10977,6630,4,2009-06-01,2010-09-30,6/1/2009,9/30/2010,actual,actual,486,Implemented,None,1,Acres,276,-1,Confirmed seed list,Lower Horsefly Chaining Mix,Seeds,Confirmed on Paper,Unknown,NA,NA,NA,NA,...native seed mix to reduce non-native species.,NA,Polygon,Confirmed,"Digitized by BLM field office personnel, using a GPS unit on the ground",NA,211.7401226,185.8089263,NA,NA,Invasion by non-native annuals,"The purpose for the proposed action is to change vegetation age classes and vegetation\r\nconditions in specific amounts and patterns on BLM lands in the Lower Horsefly area of the Dry\r\nCreek and Spring Creek watersheds so that they meet, or will be on track to meet vegetation\r\nmosaic objectives. &&Vegetation Mosaic&& is the term used to describe the pattern and amounts of\r\nvegetation age classes across a landscape. There are 10 vegetation mosaic objectives on BLM\r\nlands, each specific to a major vegetation or habitat type, and each designed to promote one of\r\nthe following: 1) optimal habitat for at-risk species (Gunnison Sage Grouse), 2) optimal fuels\r\narrangement to prevent spread of wildfire into areas with residences or power transmission lines,\r\nand 3) natural ecosystem function. Only one objective applies to each part of the landscape&*\r\nwhere each objective applies is determined by the vegetation type, habitat type or presence of\r\nwildland-urban interface. The Lower Horsefly area has the second objective.\r\nThe proposed action will specifically address the reduction of standing fuels to prevent spread of\r\nwildfire into areas with residences and enhancement of natural ecosystem function.",Unknown,NA,None,NA,NA,17:46:00,6,1,2009,06,01,9,30,2010,09,30
6571,18104,Vegetation/Soil Manipulation,Vegetation Disturbance,Vegetation Disturbance: Mowing,11441,14493,6672,4,1964-11-10,1964-12-02,11/10/1964,12/2/1964,actual,actual,22,Implemented,Unknown,2,Acres,700,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Polygon,Confirmed,Digitized by LTDL data entry personnel using a confirmed map,2/11/2016,700.5030911,694.630137,NA,BLM,"Establishment of seeded species, Loss of vegetation, Rangeland health, Sagebrush, Vegetal cover",This project will consist of sage removal and seeding of approximately 677 acres of public domain.  This should revegetate a depleted range.,None,NA,None,NA,NA,12:44:00,11,10,1964,11,10,12,2,1964,12,02
6571,18105,Seeding,Ground Seeding,Ground Seeding: Broadcast,11442,14494,6672,4,1964-11-10,1964-12-02,11/10/1964,12/2/1964,actual,actual,22,Implemented,Unknown,2,Acres,700,-1,Confirmed seed list,Largo Mix,Seeds,Confirmed on Paper,Unknown,Overall,"There was only a general rate listed for all species combined indicated here, specific rates for each species were not possible.",NA,NA,NA,NA,Polygon,Confirmed,Digitized by LTDL data entry personnel using a confirmed map,2/11/2016,700.5030911,694.630137,NA,BLM,"Establishment of seeded species, Loss of vegetation, Rangeland health, Sagebrush, Vegetal cover",This project will consist of sage removal and seeding of approximately 677 acres of public domain.  This should revegetate a depleted range.,None,NA,None,NA,NA,10:09:00,11,10,1964,11,10,12,2,1964,12,02
2327,6366,Seeding,Ground Seeding,Ground Seeding: Broadcast,4064,14527,6681,4,1965-04-26,1965-04-29,4/26/1965,4/29/1965,actual,actual,3,Implemented,Unknown,2,Acres,227,-1,Confirmed seed list,Chiuilla Yearlong Mix,Seeds,Confirmed on Paper,Unknown,Overall,"There was only a general rate listed for all species combined indicated here, specific rates for each species were not possible.",NA,NA,Broadcast by means of seeder mounted on cutter.,NA,Polygon,Confirmed,Digitized by LTDL data entry personnel using a confirmed map,2/19/2016,511.0663258,506.1010263,NA,BLM,"Erosion, Establishment of seeded species, Loss of vegetation, Rangeland health, Vegetal cover",Eliminate undesirable brush and replace with more desirable vegetation.   Brush control and seeding accomplished with the Marden Brush Cutter.,None,NA,None,NA,NA,44:33:00,4,26,1965,04,26,4,29,1965,04,29
2327,6365,Vegetation/Soil Manipulation,Vegetation Disturbance,Vegetation Disturbance: Mowing,4065,14528,6681,4,1965-04-26,1965-04-29,4/26/1965,4/29/1965,actual,actual,3,Implemented,Unknown,2,Acres,227,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brush was cut with a marden brush cutter.,NA,Polygon,Confirmed,Digitized by LTDL data entry personnel using a confirmed map,2/19/2016,511.0663258,506.1010263,NA,BLM,"Brush control, Erosion, Establishment of seeded species, Loss of vegetation, Rangeland health, Vegetal cover",Eliminate undesirable brush and replace with more desirable vegetation.   Brush control and seeding accomplished with the Marden Brush Cutter.,None,NA,None,NA,NA,46:20:00,4,26,1965,04,26,4,29,1965,04,29
5257,14567,Vegetation/Soil Manipulation,Vegetation Disturbance,Tree/Brush Control: Mechanical,9148,14605,6700,4,1955-10-10,1955-11-25,10/10/1955,11/25/1955,actual,actual,46,Implemented,None,2,Acres,494,0,No seed list,NA,NA,NA,NA,NA,NA,NA,NA,494 acres cleared of sage.  Two one-way plows pulled by D-8.,Approximately 85% kill on sagebrush.,Polygon,Confirmed,Digitized by LTDL data entry personnel using a confirmed map,12/28/2015,652.3791826,650.6306867,NA,NA,"Establishment of seeded species, Sagebrush, Erosion",Control erosion and improve range,None,NA,None,Soil moisture moderate when operation started.,NA,03:15:00,10,10,1955,10,10,11,25,1955,11,25
5257,14568,Seeding,Seeding,Seeding,9149,14606,6700,4,1955-10-10,1955-11-25,10/10/1955,11/25/1955,actual,actual,46,Implemented,See Comments,2,Acres,494,-1,Confirmed seed list,Crested Wheatgrass,Seeds,Confirmed on Paper,Unknown,Unknown,"The seed mix did not indicate whether bulk or PLS rates were used, therefore, unknown has been listed and all seed mix information has been entered into the Bulk category.",NA,NA,494 acres planted to crested wheat grass.  Grass seed broadcast from box mounted on one-way plow doing clearing.,"A 1979 inspection indicates some invasion of big sage; otherwise it is successful with good density of AGCR.  ""Good&& success or condition of improvement, according to 1979 inspection.",Polygon,Confirmed,Digitized by LTDL data entry personnel using a confirmed map,12/28/2015,652.3791826,650.6306867,NA,NA,"Establishment of seeded species, Sagebrush, Erosion",Control erosion and improve range,None,NA,None,Soil moisture moderate when operation started.  15&& snow fell immediately following completion.,Cost includes clearing treatment.,07:47:00,10,10,1955,10,10,11,25,1955,11,25
9812,26617,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Rollerchopping,17006,11774,6800,5,2001-01-01,2001-07-15,1/1/2001,7/15/2001,actual,actual,195,Implemented,None,1,Acres,1700,0,NA,NA,NA,NA,NA,NA,NA,...enhance mule winter range primarily and elk winter range secondarily...,This project will consist of roller chopping invading pinyon/juniper trees and shrubs in the\r\nold chained area and seeding with the provided seed mix.,This was a hazardous fuels reduction project done to enhance mule winter range primarily and elk winter range secondarily ..\r\n Project area was 1700 acres in size.,NA,Polygon,Confirmed,"Digitized by BLM field office personnel, using computer program from aerial imagery",NA,2414.661863,2354.043077,NA,BLM and Cooperators,"Rangeland health, Habitat for mule deer, Habitat for elk",NA,Unknown,NA,None,NA,NA,26:00:00,1,1,2001,01,01,7,15,2001,07,15
9812,26618,Seeding,Ground Seeding,Ground Seeding: Broadcast,17007,11775,6800,5,2001-01-01,2001-07-15,1/1/2001,7/15/2001,actual,actual,195,Implemented,None,1,Acres,1700,-1,No seed list,NA,NA,NA,NA,NA,NA,...enhance mule winter range primarily and elk winter range secondarily...,This project will consist of roller chopping invading pinyon/juniper trees and shrubs in the\r\nold chained area and seeding with the provided seed mix.,The project area was seeded by a broadcast seeder attached to the D-9 dozer while it traversed the area. The original chaining was done in 1965.,NA,Polygon,Confirmed,"Digitized by BLM field office personnel, using computer program from aerial imagery",NA,2414.661863,2354.043077,NA,NA,"Rangeland health, Habitat for mule deer, Habitat for elk",NA,Unknown,NA,None,NA,NA,34:28:00,1,1,2001,01,01,7,15,2001,07,15
1880,5175,Herbicide/Weeds/Chemical,Herbicide,Noxious Weeds: Weed Control - Herbicide Application,3356,19528,9789,2,1963-05-20,1963-11-16,5/20/1963,11/16/1963,actual,actual,180,Implemented,Unknown,2,Acres,5434,0,NA,NA,NA,NA,NA,NA,NA,Control sagebrush.,Aerially apply herbicide.,Spraying was done with twin engine Beech aircraft with 500 gal tank capacity.,NA,Polygon,Confirmed,Digitized by LTDL data entry personnel using a map of unknown origin,6/1/2010,7423.203512,7423.203512,NA,NA,None,NA,None,NA,None,NA,NA,26:16:00,5,20,1963,05,20,11,16,1963,11,16
1880,5176,Seeding,Drill Seeding,Ground Seeding: Drill,3357,19529,9789,2,1963-05-20,1963-11-16,5/20/1963,11/16/1963,actual,actual,180,Implemented,Unknown,2,Acres,2700,-1,Confirmed seed list,drill mix,Seeds,Confirmed on Paper,NA,Species Specific,NA,NA,NA,NA,NA,Polygon,Confirmed,Digitized by LTDL data entry personnel using a map of unknown origin,6/1/2010,2636.711925,2636.711925,NA,BLM and Cooperators,None,NA,None,NA,None,NA,NA,26:04:00,5,20,1963,05,20,11,16,1963,11,16
8496,23240,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Plowing,14823,20166,9850,2,1966-10-11,1967-03-03,10/11/1966,3/3/1967,actual,actual,143,Implemented,None,0,Acres,3867,0,NA,NA,NA,NA,NA,NA,NA,Plow the area twice to prepare the seed bed,NA,NA,NA,Polygon,Confirmed,Not Determined,NA,3008.864636,2781.473203,NA,NA,None,NA,None,NA,None,NA,NA,03:55:00,10,11,1966,10,11,3,3,1967,03,03
8496,23241,Seeding,Drill Seeding,Ground Seeding: Drill,14824,20167,9850,2,1966-10-11,1967-03-03,10/11/1966,3/3/1967,actual,actual,143,Implemented,None,2,Acres,3867,-1,Confirmed seed list,Drill Seed Mix,Seeds,Confirmed on Paper,Unknown,Species Specific,NA,establish native grasses,NA,NA,NA,Polygon,Confirmed,Not Determined,NA,3008.864636,2781.473203,NA,NA,None,NA,None,NA,None,NA,NA,04:54:00,10,11,1966,10,11,3,3,1967,03,03
9064,24710,Vegetation/Soil Manipulation,Vegetation Disturbance,Vegetation Disturbance: Mechanical Thinning,15775,20202,9852,2,1959-08-15,1959-11-15,8/15/1959,11/15/1959,actual,actual,92,Implemented,None,2,Acres,1200,0,NA,NA,NA,NA,NA,NA,NA,Prepare seed bed for drilling,NA,NA,NA,Polygon,Confirmed,Not Determined,NA,3656.551326,3550.09409,NA,NA,None,NA,None,NA,None,NA,NA,52:03:00,8,15,1959,08,15,11,15,1959,11,15
9064,24711,Seeding,Drill Seeding,Ground Seeding: Drill,15776,20203,9852,2,1959-08-15,1959-11-15,8/15/1959,11/15/1959,actual,actual,92,Implemented,None,2,Acres,1200,-1,Confirmed seed list,Drill Seed Mix,Seeds,Confirmed on Paper,Unknown,Species Specific,NA,Improve forage and reduce the likely hood of an invasion of noxious/invasive weeds,NA,NA,NA,Polygon,Confirmed,Digitized by LTDL data entry personnel using a map of unknown origin,NA,3656.551326,3550.09409,NA,NA,None,NA,None,NA,None,NA,NA,53:15:00,8,15,1959,08,15,11,15,1959,11,15
